date_mid,ts_raw,ts_regime_mean,ts_regime_shift
2009-09-15,0,0.01820750793383608,0
2009-10-16,0,0.01820750793383608,0
2009-11-15,0,0.01820750793383608,0
2009-12-16,0,0.01820750793383608,0
2010-01-16,0,0.01820750793383608,0
2010-02-14,0,0.01820750793383608,0
2010-03-16,0,0.01820750793383608,0
2010-04-15,0,0.01820750793383608,0
2010-05-16,0,0.01820750793383608,0
2010-06-15,0,0.01820750793383608,0
2010-07-16,0,0.01820750793383608,0
2010-08-16,0,0.01820750793383608,0
2010-09-15,0,0.01820750793383608,0
2010-10-16,0,0.01820750793383608,0
2010-11-15,0,0.01820750793383608,0
2010-12-16,0,0.01820750793383608,0
2011-01-16,0,0.01820750793383608,0
2011-02-14,0,0.01820750793383608,0
2011-03-16,0,0.01820750793383608,0
2011-04-15,0,0.01820750793383608,0
2011-05-16,0,0.01820750793383608,0
2011-06-15,0.43333333333333335,0.9567938378053708,2.137455165926252
2011-07-16,1,0.9567938378053708,0
2011-08-16,1,0.9567938378053708,0
2011-09-15,1,0.9567938378053708,0
2011-10-16,1,0.9567938378053708,0
2011-11-15,1,0.9567938378053708,0
2011-12-16,1,0.9567938378053708,0
2012-01-16,1,0.9567938378053708,0
2012-02-15,1,0.9567938378053708,0
2012-03-16,1,0.9567938378053708,0
2012-04-15,1,0.9567938378053708,0
2012-05-16,1,0.9567938378053708,0
2012-06-15,1,0.9567938378053708,0
2012-07-16,1,0.9567938378053708,0
2012-08-16,1,0.9567938378053708,0
2012-09-15,1,0.9567938378053708,0
2012-10-16,1,0.9567938378053708,0
2012-11-15,1,0.9567938378053708,0
2012-12-16,1,0.9567938378053708,0
2013-01-16,1,0.9567938378053708,0
2013-02-14,1,0.9567938378053708,0
2013-03-16,1,0.9567938378053708,0
2013-04-15,1,0.9567938378053708,0
2013-05-16,1,0.9567938378053708,0
2013-06-15,1,0.9567938378053708,0
2013-07-16,1,0.9567938378053708,0
2013-08-16,0.7419354838709677,0.9567938378053708,0
2013-09-15,1,0.9567938378053708,0
2013-10-16,1,0.9567938378053708,0
2013-11-15,1,0.9567938378053708,0
2013-12-16,1,0.9567938378053708,0
2014-01-16,1,0.9567938378053708,0
2014-02-14,1,0.9567938378053708,0
2014-03-16,1,0.9567938378053708,0
2014-04-15,1,0.9567938378053708,0
2014-05-16,1,0.9567938378053708,0
2014-06-15,1,0.9567938378053708,0
2014-07-16,0.7419354838709677,0.9567938378053708,0
2014-08-16,1,0.9567938378053708,0
2014-09-15,1,0.9567938378053708,0
2014-10-16,1,0.9567938378053708,0
2014-11-15,1,0.9567938378053708,0
2014-12-16,1,0.9567938378053708,0
2015-01-16,1,0.9567938378053708,0
2015-02-14,1,0.9567938378053708,0
2015-03-16,1,0.9567938378053708,0
2015-04-15,1,0.9567938378053708,0
2015-05-16,0.6451612903225806,0.9567938378053708,0
2015-06-15,0,0.9567938378053708,0
2015-07-16,0.3870967741935484,0.9567938378053708,0
2015-08-16,0.5161290322580645,0.9567938378053708,0
2015-09-15,1,0.9567938378053708,0
2015-10-16,1,0.9567938378053708,0
2015-11-15,1,0.9567938378053708,0
2015-12-16,1,0.9567938378053708,0
2016-01-16,1,0.9567938378053708,0
2016-02-15,1,0.9567938378053708,0
2016-03-16,1,0.9567938378053708,0
2016-04-15,0.6,0.07808359615043758,-1.2458827794750584
2016-05-16,0,0.07808359615043758,0
2016-06-15,0,0.07808359615043758,0
2016-07-16,0,0.07808359615043758,0
2016-08-16,0,0.07808359615043758,0
2016-09-15,0,0.07808359615043758,0
2016-10-16,0,0.07808359615043758,0
2016-11-15,0.26666666666666666,0.07808359615043758,0
2016-12-16,1,0.07808359615043758,0
2017-01-16,0.7741935483870968,0.07808359615043758,0
2017-02-14,1,0.07808359615043758,0
2017-03-16,1,0.07808359615043758,0
2017-04-15,0,0.07808359615043758,0
2017-05-16,0,0.07808359615043758,0
2017-06-15,0,0.07808359615043758,0
2017-07-16,0,0.07808359615043758,0
2017-08-16,0,0.07808359615043758,0
2017-09-15,0.3333333333333333,0.07808359615043758,0
2017-10-16,0.0967741935483871,0.07808359615043758,0
2017-11-15,0,0.07808359615043758,0
2017-12-16,0,0.07808359615043758,0
2018-01-16,0,0.07808359615043758,0
2018-02-14,0,0.07808359615043758,0
2018-03-16,0.4838709677419355,0.07808359615043758,0
2018-04-15,1,0.07808359615043758,0
2018-05-16,0.5806451612903226,0.07808359615043758,0
2018-06-15,1,0.07808359615043758,0
2018-07-16,0.9354838709677419,0.07808359615043758,0
2018-08-16,0,0.07808359615043758,0
2018-09-15,0,0.07808359615043758,0
2018-10-16,0,0.07808359615043758,0
2018-11-15,0,0.07808359615043758,0
2018-12-16,0,0.07808359615043758,0
2019-01-16,0,0.07808359615043758,0
2019-02-14,0,0.07808359615043758,0
2019-03-16,0,0.07808359615043758,0
2019-04-15,0,0.07808359615043758,0
2019-05-16,0,0.07808359615043758,0
2019-06-15,0,0.07808359615043758,0
2019-07-16,0,0.07808359615043758,0
2019-08-16,0,0.07808359615043758,0
2019-09-15,0,0.07808359615043758,0
2019-10-16,0,0.07808359615043758,0
2019-11-15,0,0.07808359615043758,0
2019-12-16,0,0.07808359615043758,0
2020-01-16,0,0.07808359615043758,0
2020-02-15,0,0.07808359615043758,0
2020-03-16,0,0.07808359615043758,0
2020-04-15,0,0.07808359615043758,0
2020-05-16,0,0.07808359615043758,0
2020-06-15,0,0.07808359615043758,0
2020-07-16,0,0.07808359615043758,0
2020-08-16,0,0.07808359615043758,0
2020-09-15,0,0.07808359615043758,0
2020-10-16,0,0.07808359615043758,0
2020-11-15,0,0.07808359615043758,0
2020-12-16,0,0.07808359615043758,0
2021-01-16,0,0.07808359615043758,0
2021-02-14,0,0.07808359615043758,0
2021-03-16,0,0.07808359615043758,0
2021-04-15,0,0.07808359615043758,0
2021-05-16,0,0.07808359615043758,0
2021-06-15,0,0.07808359615043758,0
2021-07-16,0,0.07808359615043758,0
2021-08-16,0,0.07808359615043758,0
2021-09-15,0,0.07808359615043758,0
