date_ghcn,LWPH4a,LWPH4b,LWPH4c
2015-05-22,592.8429,592.7484,592.1003
2015-05-23,592.8263,592.7326,592.1075
2015-05-24,592.8229,592.7279,592.1155
2015-05-25,592.8136,592.7194,592.1196
2015-05-26,592.9531,592.8443,592.1357
2015-05-27,594.1085,593.8392,592.1869
2015-05-28,595.0367,594.7474,592.1863
2015-05-29,595.0869,594.8672,592.2346
2015-05-30,595.3483,595.1786,592.2765
2015-05-31,595.3551,595.2207,592.2598
2015-06-01,595.1906,595.0612,592.3039
2015-06-02,595.4452,595.3078,592.3509
2015-06-03,595.6204,595.4863,592.4289
2015-06-04,595.127,595.0498,592.2922
2015-06-05,594.6736,594.5869,592.3528
2015-06-06,594.5196,594.4154,592.3616
2015-06-07,594.3873,594.2861,592.3665
2015-06-08,594.2726,594.1774,592.369
2015-06-09,594.1827,594.0894,592.3699
2015-06-10,594.111,594.0182,592.2947
2015-06-11,594.0503,593.957,592.1689
2015-06-12,593.9975,593.9038,592.2658
2015-06-13,593.9723,593.8744,592.2519
2015-06-14,593.9358,593.8399,592.3394
2015-06-15,593.9061,593.8101,592.3763
2015-06-16,593.9936,593.884,592.3967
2015-06-17,594.5915,594.4229,592.3598
2015-06-18,594.4863,594.3507,592.2867
2015-06-19,594.2654,594.1501,592.216
2015-06-20,594.1644,594.0549,592.2259
2015-06-21,594.1168,594.0067,592.2307
2015-06-22,594.0536,593.9451,592.1755
2015-06-23,594.0057,593.8991,592.1811
2015-06-24,593.9667,593.8614,591.8753
2015-06-25,593.9274,593.8234,591.662
2015-06-26,593.8955,593.7887,591.8548
2015-06-27,593.8757,593.7687,592.028
2015-06-28,593.8729,593.7637,592.0896
2015-06-29,593.8455,593.7386,592.1124
2015-06-30,593.8153,593.7104,592.117
2015-07-01,593.7816,593.683,592.107
2015-07-02,593.7478,593.6508,592.0915
2015-07-03,593.7298,593.6306,592.0991
2015-07-04,593.7059,593.6079,592.125
2015-07-05,593.6794,593.5832,592.1392
2015-07-06,593.6566,593.5623,592.1507
2015-07-07,593.6402,593.544,592.1412
2015-07-08,593.6219,593.5251,592.0999
2015-07-09,593.6013,593.5055,592.0684
2015-07-10,593.5809,593.4899,592.0543
2015-07-11,593.5618,593.469,591.9381
2015-07-12,593.5375,593.4472,591.6418
2015-07-13,593.514,593.4226,591.5717
2015-07-14,593.493,593.4028,591.6439
2015-07-15,593.4776,593.3883,591.8959
2015-07-16,593.4613,593.3705,591.9477
2015-07-17,593.445,593.3557,591.9596
2015-07-18,593.4275,593.3411,591.97
2015-07-19,593.4078,593.3209,591.9654
2015-07-20,593.3956,593.3075,591.9652
2015-07-21,593.3822,593.2941,592.0057
2015-07-22,593.3673,593.2797,591.9925
2015-07-23,593.3557,593.269,591.9634
2015-07-24,593.3388,593.2528,591.7112
2015-07-25,593.3206,593.2357,591.5189
2015-07-26,593.3097,593.2255,591.4715
2015-07-27,593.385,593.3067,591.7604
2015-07-28,594.3362,594.1897,591.9554
2015-07-29,594.23,594.0792,591.9842
2015-07-30,594.1486,594.0062,591.9782
2015-07-31,594.1059,593.97,591.827
2015-08-01,593.9849,593.862,591.6012
2015-08-02,593.9084,593.7914,591.5564
2015-08-03,593.8716,593.7562,591.5208
2015-08-04,593.8335,593.7207,591.4901
2015-08-05,593.798,593.6872,591.5045
2015-08-06,593.7627,593.6555,591.6364
2015-08-07,593.7313,593.6242,592
2015-08-08,593.6944,593.5906,591.9776
2015-08-09,593.6569,593.556,592.0185
2015-08-10,593.6347,593.5339,592.1286
2015-08-11,593.6377,593.5342,592.1871
2015-08-12,593.6004,593.5002,592.2296
2015-08-13,593.5759,593.4762,592.1414
2015-08-14,593.5483,593.4501,591.8099
2015-08-15,593.5197,593.4237,591.7314
2015-08-16,593.4919,593.3972,591.7383
2015-08-17,593.4655,593.3732,591.9399
2015-08-18,593.4476,593.3546,592.0305
2015-08-19,593.4395,593.3458,592.0751
2015-08-20,593.4186,593.3263,592.1699
2015-08-21,593.399,593.3079,592.1656
2015-08-22,593.3828,593.2916,592.0817
2015-08-23,593.3652,593.2751,592.1315
2015-08-24,593.3454,593.2547,592.1958
2015-08-25,593.3291,593.2401,592.0851
2015-08-26,593.3129,593.2238,591.6982
2015-08-27,593.2971,593.2086,591.55
2015-08-28,593.2857,593.1971,591.6451
2015-08-29,593.2719,593.1837,592.0376
2015-08-30,593.2589,593.1706,592.1344
2015-08-31,593.2481,593.1607,592.0823
2015-09-01,593.233,593.1467,592.0532
2015-09-02,593.2169,593.1318,592.1096
2015-09-03,593.2026,593.1172,592.1617
2015-09-04,593.1894,593.1037,592.1542
2015-09-05,593.1755,593.0904,592.0543
2015-09-06,593.1629,593.0785,591.7664
2015-09-07,593.1508,593.0663,591.7214
2015-09-08,593.1399,593.0559,591.7289
2015-09-09,593.1363,593.054,591.9719
2015-09-10,593.1289,593.0481,592.1419
2015-09-11,593.121,593.0379,592.1829
2015-09-12,593.1141,593.0273,592.1929
2015-09-13,593.1057,593.0203,592.2037
2015-09-14,593.0956,593.0139,592.2007
2015-09-15,593.0829,593.0034,592.1975
2015-09-16,593.0713,592.991,592.1968
2015-09-17,593.0619,592.9782,592.1952
2015-09-18,593.0517,592.969,592.199
2015-09-19,593.044,592.9608,592.2029
2015-09-20,593.0373,592.9545,592.1521
2015-09-21,593.0308,592.9478,592.1565
2015-09-22,593.0246,592.9417,592.1996
2015-09-23,593.0154,592.9325,592.2037
2015-09-24,593.0107,592.9267,592.203
2015-09-25,593.0025,592.9196,592.1886
2015-09-26,592.9955,592.913,592.1833
2015-09-27,592.9891,592.9067,592.1751
2015-09-28,592.9814,592.8993,592.1733
2015-09-29,592.9725,592.8908,592.1663
2015-09-30,592.9669,592.8847,592.1624
2015-10-01,592.9617,592.8794,592.18
2015-10-02,592.9542,592.8721,592.1885
2015-10-03,592.9485,592.8669,592.1714
2015-10-04,592.9443,592.8632,592.1896
2015-10-05,592.9374,592.8569,592.1953
2015-10-06,592.9316,592.8561,592.1149
2015-10-07,592.9258,592.848,592.0666
2015-10-08,592.9228,592.8413,592.1388
2015-10-09,592.9158,592.8391,592.1917
2015-10-10,592.9102,592.8314,592.1928
2015-10-11,592.9058,592.8253,592.1611
2015-10-12,592.8991,592.8198,592.1757
2015-10-13,592.8906,592.8107,592.2072
2015-10-14,592.8837,592.8052,592.2182
2015-10-15,592.8775,592.7985,592.2215
2015-10-16,592.8706,592.7918,592.2273
2015-10-17,592.8653,592.7867,592.2154
2015-10-18,592.8602,592.7818,592.2141
2015-10-19,592.856,592.7758,592.2132
2015-10-20,592.8506,592.771,592.2157
2015-10-21,592.8449,592.7686,592.219
2015-10-22,592.842,592.7686,592.2125
