date_ghcn,LWPH4a,LWPH4b,LWPH4c
2013-06-12,592.4763,592.4425,592.2496
2013-06-13,592.4747,592.4419,592.2146
2013-06-14,592.4727,592.4406,592.2142
2013-06-15,592.4715,592.4429,592.1555
2013-06-16,592.4703,592.4417,592.0613
2013-06-17,592.4756,592.4428,592.1251
2013-06-18,592.5051,592.4699,592.2
2013-06-19,592.499,592.4653,592.2302
2013-06-20,592.4942,592.4617,592.2296
2013-06-21,592.4908,592.46,592.1764
2013-06-22,592.4865,592.4548,592.1367
2013-06-23,592.482,592.4495,592.0439
2013-06-24,592.4771,592.4449,591.9533
2013-06-25,592.4729,592.4408,591.9482
2013-06-26,592.4696,592.4387,591.9691
2013-06-27,592.4669,592.4358,591.9092
2013-06-28,592.4654,592.4369,591.8998
2013-06-29,592.4639,592.4331,591.8928
2013-06-30,592.4625,592.4316,591.893
2013-07-01,592.4614,592.432,591.8618
2013-07-02,592.4602,592.4304,591.853
2013-07-03,592.4588,592.4291,591.8927
2013-07-04,592.4569,592.4303,591.9141
2013-07-05,592.4555,592.4255,591.8511
2013-07-06,592.4537,592.4244,591.7881
2013-07-07,592.4527,592.4218,591.8001
2013-07-08,592.4511,592.4214,591.7607
2013-07-09,592.4494,592.4193,591.5537
2013-07-10,592.4488,592.4196,591.468
2013-07-11,592.4478,592.4184,591.7125
2013-07-12,592.4472,592.4104,591.6679
2013-07-13,592.445,592.4112,591.6617
2013-07-14,592.4431,592.4147,591.6348
2013-07-15,592.443,592.4106,591.6457
2013-07-16,592.4415,592.4089,591.5261
2013-07-17,592.4414,592.4017,591.4121
2013-07-18,592.4405,592.398,591.4539
2013-07-19,592.4396,592.396,591.5733
2013-07-20,592.4384,592.3942,591.5738
2013-07-21,592.4391,592.3961,591.5672
2013-07-22,592.4432,592.3994,591.667
2013-07-23,592.4413,592.3967,591.8022
2013-07-24,592.4397,592.3957,591.7893
2013-07-25,592.438,592.3948,591.6714
2013-07-26,592.4386,592.3976,591.6828
2013-07-27,592.4463,592.4021,591.7907
2013-07-28,592.4426,592.3999,591.9049
2013-07-29,592.4416,592.3999,591.9496
2013-07-30,592.4462,592.4049,591.9712
2013-07-31,592.4498,592.4082,591.9841
2013-08-01,592.4455,592.404,591.9959
2013-08-02,592.4392,592.3958,592.0072
2013-08-03,592.4368,592.3907,592.0136
2013-08-04,592.4398,592.3923,592.0266
2013-08-05,592.4818,592.431,592.0422
2013-08-06,592.4786,592.4303,592.0446
2013-08-07,592.4712,592.427,592.0505
2013-08-08,592.4664,592.42,592.0584
2013-08-09,592.468,592.426,592.07
2013-08-10,592.5189,592.4682,592.0911
2013-08-11,592.5395,592.4886,592.09
2013-08-12,592.5383,592.4897,592.0997
2013-08-13,592.5394,592.4928,592.1146
2013-08-14,592.5509,592.5022,592.1273
2013-08-15,592.5521,592.5078,592.1084
2013-08-16,592.5537,592.5107,592.0961
2013-08-17,592.5706,592.5289,592.1853
2013-08-18,593.1294,593.003,592.2298
2013-08-19,593.4706,593.3167,592.256
2013-08-20,593.5038,593.3743,592.2512
2013-08-21,593.4494,593.3428,592.2
2013-08-22,593.3711,593.2869,592.1757
2013-08-23,593.2917,593.2145,592.1094
2013-08-24,593.2224,593.1555,592.0625
2013-08-25,593.1679,593.1062,592.0225
2013-08-26,593.1252,593.0681,591.704
2013-08-27,593.0912,593.0368,591.5891
2013-08-28,593.0624,593.0099,591.5115
2013-08-29,593.0382,592.99,591.8504
2013-08-30,593.0158,592.9669,591.9442
2013-08-31,592.9957,592.9479,591.9702
2013-09-01,592.9783,592.9309,592.019
2013-09-02,592.962,592.9172,591.8825
2013-09-03,592.9469,592.9044,591.6376
2013-09-04,592.9325,592.892,591.4785
2013-09-05,592.9184,592.8789,591.4368
2013-09-06,592.906,592.8661,591.4106
2013-09-07,592.8948,592.8509,591.4128
2013-09-08,592.8843,592.8403,591.5764
2013-09-09,592.8738,592.8301,591.7637
2013-09-10,592.863,592.8195,592.0153
2013-09-11,592.8524,592.8104,591.9674
2013-09-12,592.844,592.8008,592.0564
2013-09-13,592.8407,592.7966,592.1082
2013-09-14,592.8357,592.7919,592.1245
2013-09-15,592.8294,592.7869,592.1393
2013-09-16,592.8213,592.7793,592.153
2013-09-17,592.818,592.7741,592.1823
2013-09-18,592.8129,592.7705,592.2009
2013-09-19,592.8051,592.7627,592.2116
2013-09-20,592.7978,592.755,592.2175
2013-09-21,592.7915,592.7488,592.2242
2013-09-22,592.7842,592.7428,592.1898
2013-09-23,592.7771,592.7359,592.1913
2013-09-24,592.7711,592.7308,592.1782
2013-09-25,592.7648,592.7244,592.1881
2013-09-26,592.7584,592.7182,592.0441
2013-09-27,592.7509,592.7115,591.8002
2013-09-28,592.7461,592.7106,591.8481
2013-09-29,592.7489,592.7129,592.1613
2013-09-30,592.7424,592.7031,592.2207
2013-10-01,592.7369,592.6973,592.2424
2013-10-02,592.7311,592.6919,592.2517
2013-10-03,592.7257,592.6874,592.2601
2013-10-04,592.7207,592.683,592.2726
2013-10-05,592.7146,592.6759,592.2807
2013-10-06,592.7103,592.6718,592.2868
2013-10-07,592.7062,592.6684,592.2906
2013-10-08,592.7006,592.6635,592.293
2013-10-09,592.6946,592.6573,592.2799
2013-10-10,592.6896,592.6523,592.2541
2013-10-11,592.6852,592.6482,592.2621
2013-10-12,592.6814,592.6435,592.2902
2013-10-13,592.6763,592.6399,592.2966
2013-10-14,592.6715,592.6361,592.2986
2013-10-15,592.6721,592.6352,592.3035
2013-10-16,592.6688,592.6337,592.271
2013-10-17,592.6681,592.6354,592.3179
2013-10-18,592.6645,592.6328,592.3193
2013-10-19,592.6629,592.63,592.3262
2013-10-20,592.6616,592.6312,592.3266
2013-10-21,592.6584,592.6292,592.3265
2013-10-22,592.6546,592.6246,592.3285
2013-10-23,592.6506,592.6248,592.3292
2013-10-24,592.6472,592.6177,592.3304
2013-10-25,592.6436,592.6118,592.3308
2013-10-26,592.6407,592.6096,592.3348
2013-10-27,592.638,592.6065,592.3351
2013-10-28,592.6343,592.6032,592.3377
2013-10-29,592.6384,592.6071,592.3452
2013-10-30,592.6621,592.6283,592.349
2013-10-31,592.6527,592.6201,592.3478
2013-11-01,592.643,592.6116,592.3454
2013-11-02,592.6338,592.602,592.3405
2013-11-03,592.6288,592.5992,592.3437
2013-11-04,592.6262,592.5953,592.3453
2013-11-05,592.623,592.5926,592.3433
2013-11-06,592.6196,592.5881,592.3462
2013-11-07,592.6177,592.5855,592.3475
2013-11-08,592.6163,592.5834,592.3519
2013-11-09,592.6157,592.5808,592.3551
2013-11-10,592.6131,592.5775,592.3524
2013-11-11,592.6114,592.5756,592.3549
2013-11-12,592.6096,592.5733,592.3502
2013-11-13,592.608,592.5749,592.3537
2013-11-14,592.6066,592.5726,592.3614
2013-11-15,592.6058,592.5677,592.3633
2013-11-16,592.6043,592.566,592.3657
2013-11-17,592.6028,592.567,592.365
2013-11-18,592.5997,592.5612,592.3514
2013-11-19,592.5975,592.5589,592.3556
2013-11-20,592.596,592.5577,592.3632
2013-11-21,592.5947,592.5548,592.3487
2013-11-22,592.5918,592.5509,592.3523
2013-11-23,592.5897,592.5499,592.3548
2013-11-24,592.5878,592.547,592.3572
2013-11-25,592.5864,592.5457,592.3649
2013-11-26,592.5848,592.5437,592.3646
2013-11-27,592.5827,592.5426,592.3618
2013-11-28,592.5811,592.5418,592.3671
2013-11-29,592.5789,592.54,592.3629
2013-11-30,592.5772,592.5379,592.3674
2013-12-01,592.5758,592.5352,592.3672
2013-12-02,592.5743,592.5343,592.3707
2013-12-03,592.5728,592.5322,592.3729
2013-12-04,592.5709,592.5304,592.3716
2013-12-05,592.5686,592.5286,592.3642
2013-12-06,592.567,592.5266,592.3622
2013-12-07,592.5651,592.5241,592.3608
2013-12-08,592.5635,592.5223,592.3678
2013-12-09,592.562,592.5212,592.37
2013-12-10,592.5602,592.5197,592.3667
2013-12-11,592.5584,592.5174,592.3683
2013-12-12,592.5559,592.5155,592.3642
2013-12-13,592.5545,592.5146,592.3724
2013-12-14,592.5533,592.5133,592.3724
2013-12-15,592.5516,592.5109,592.3674
2013-12-16,592.5495,592.5104,592.3705
2013-12-17,592.5477,592.5085,592.3691
2013-12-18,592.5456,592.5075,592.3686
2013-12-19,592.5449,592.5091,592.3757
2013-12-20,592.5431,592.5032,592.3729
2013-12-21,592.5416,592.5025,592.3707
2013-12-22,592.5401,592.5007,592.3777
2013-12-23,592.5383,592.4994,592.3688
2013-12-24,592.5379,592.4972,592.365
2013-12-25,592.537,592.4956,592.3676
2013-12-26,592.5354,592.4946,592.367
2013-12-27,592.5342,592.4928,592.3681
2013-12-28,592.5326,592.4937,592.3687
2013-12-29,592.5318,592.4927,592.3688
2013-12-30,592.5313,592.4901,592.3636
2013-12-31,592.5302,592.4904,592.3673
2014-01-01,592.5289,592.4886,592.3688
2014-01-02,592.5283,592.4869,592.3634
2014-01-03,592.5268,592.4859,592.3681
2014-01-04,592.526,592.4857,592.373
2014-01-05,592.5246,592.4835,592.3639
2014-01-06,592.5243,592.4842,592.3589
2014-01-07,592.5238,592.4857,592.3667
2014-01-08,592.5223,592.4835,592.369
2014-01-09,592.521,592.4785,592.3647
2014-01-10,592.5196,592.4767,592.3701
2014-01-11,592.519,592.4758,592.3693
2014-01-12,592.5172,592.4747,592.366
2014-01-13,592.5167,592.4742,592.367
2014-01-14,592.5154,592.4774,592.3629
2014-01-15,592.5142,592.4765,592.3554
2014-01-16,592.5139,592.4752,592.3638
2014-01-17,592.5126,592.4699,592.3575
2014-01-18,592.5117,592.4678,592.3631
2014-01-19,592.5104,592.4672,592.36
2014-01-20,592.5095,592.4665,592.3658
2014-01-21,592.5074,592.465,592.3561
2014-01-22,592.5067,592.4644,592.3628
2014-01-23,592.5053,592.4629,592.3579
2014-01-24,592.505,592.4616,592.3559
2014-01-25,592.5043,592.4596,592.3651
2014-01-26,592.5051,592.4601,592.366
2014-01-27,592.5055,592.4589,592.3614
2014-01-28,592.505,592.4593,592.3587
2014-01-29,592.5044,592.456,592.3629
2014-01-30,592.5032,592.4542,592.3683
2014-01-31,592.5022,592.4533,592.3679
2014-02-01,592.5013,592.4527,592.3687
2014-02-02,592.5002,592.4561,592.3646
2014-02-03,592.4992,592.4554,592.3644
2014-02-04,592.4979,592.4533,592.3683
2014-02-05,592.4975,592.448,592.3716
2014-02-06,592.4964,592.4471,592.3635
2014-02-07,592.4952,592.4475,592.3673
2014-02-08,592.4937,592.4441,592.3716
2014-02-09,592.4925,592.4435,592.3696
2014-02-10,592.4918,592.443,592.367
2014-02-11,592.4904,592.4454,592.3675
2014-02-12,592.4894,592.4441,592.3707
2014-02-13,592.4888,592.4436,592.3718
2014-02-14,592.4878,592.439,592.3736
2014-02-15,592.4883,592.4377,592.3683
2014-02-16,592.4899,592.4381,592.3681
2014-02-17,592.4907,592.4418,592.3709
2014-02-18,592.4906,592.4454,592.3686
2014-02-19,592.4902,592.4438,592.3699
2014-02-20,592.4896,592.4398,592.3756
2014-02-21,592.4892,592.4397,592.3697
2014-02-22,592.4879,592.4437,592.3704
2014-02-23,592.4862,592.4392,592.3688
2014-02-24,592.4857,592.4358,592.3652
2014-02-25,592.485,592.4346,592.3671
2014-02-26,592.4848,592.4364,592.365
2014-02-27,592.4839,592.4346,592.3703
2014-02-28,592.4823,592.4334,592.3742
2014-03-01,592.4816,592.4315,592.3695
2014-03-02,592.4817,592.4319,592.3657
2014-03-03,592.4816,592.4313,592.3666
2014-03-04,592.481,592.4309,592.3707
2014-03-05,592.4797,592.434,592.3729
2014-03-06,592.4793,592.4319,592.368
2014-03-07,592.4779,592.4262,592.3734
2014-03-08,592.4771,592.4249,592.3698
2014-03-09,592.4766,592.4246,592.366
2014-03-10,592.4755,592.4236,592.3702
2014-03-11,592.4749,592.4229,592.3741
2014-03-12,592.4748,592.4219,592.3683
2014-03-13,592.4742,592.422,592.3649
2014-03-14,592.4728,592.4204,592.3707
2014-03-15,592.4722,592.4192,592.3676
2014-03-16,592.4712,592.4191,592.3678
2014-03-17,592.4708,592.4179,592.3659
2014-03-18,592.4697,592.4172,592.3763
2014-03-19,592.4696,592.4175,592.368
2014-03-20,592.4691,592.416,592.3635
2014-03-21,592.4676,592.415,592.3689
2014-03-22,592.4671,592.4136,592.3639
2014-03-23,592.4669,592.4135,592.3603
2014-03-24,592.4659,592.4126,592.3639
2014-03-25,592.4648,592.4106,592.3623
2014-03-26,592.4636,592.4125,592.3581
2014-03-27,592.4623,592.409,592.353
2014-03-28,592.4626,592.4108,592.3582
2014-03-29,592.4622,592.4116,592.3574
2014-03-30,592.461,592.4098,592.3608
2014-03-31,592.46,592.4042,592.3681
2014-04-01,592.46,592.4063,592.363
2014-04-02,592.4594,592.41010000000006,592.3635
2014-04-03,592.4584,592.4087,592.3647
2014-04-04,592.4581,592.4083,592.361
2014-04-05,592.4572,592.4075,592.3562
2014-04-06,592.4565,592.4064,592.3577
2014-04-07,592.4564,592.4055,592.36
2014-04-08,592.4563,592.4051,592.3573
2014-04-09,592.4554,592.4039,592.3512
2014-04-10,592.4545,592.3995,592.1446
2014-04-11,592.4541,592.4001,591.9642
2014-04-12,592.4532,592.3972,591.9499
2014-04-13,592.4526,592.3962,591.9671
2014-04-14,592.453,592.3963,592.1035
2014-04-15,592.4524,592.4003,592.2809
2014-04-16,592.4509,592.3949,592.3128
2014-05-22,592.4505,592.391,592.1189
2014-05-23,592.4479,592.3922,592.1008
2014-05-24,592.4464,592.3915,592.0055
2014-05-25,592.4444,592.3892,591.9715
2014-05-26,592.4426,592.3865,591.9724
2014-05-27,592.4406,592.3842,591.9487
2014-05-28,592.4392,592.3813,592.0076
2014-05-29,592.4379,592.3824,592.0158
2014-05-30,592.4362,592.3789,592.0442
2014-05-31,592.435,592.3786,591.9555
2014-06-01,592.4337,592.3801,591.7417
2014-06-02,592.4327,592.3728,591.5409
2014-06-03,592.4324,592.3761,591.7547
2014-06-04,592.4307,592.3826,591.9611
2014-06-05,592.4294,592.3694,591.9633
2014-06-06,592.4347,592.3724,591.9561
2014-06-07,592.4352,592.3776,591.9825
2014-06-08,592.4338,592.3705,592.0553
2014-06-09,592.4322,592.3823,592.0814
2014-06-10,592.4482,592.3813,592.107
2014-06-11,592.4725,592.4122,592.1098
2014-06-12,592.4642,592.3969,592.1163
2014-06-13,592.4588,592.3966,592.1188
2014-06-14,592.4525,592.4038,592.0865
2014-06-15,592.4478,592.3821,592.0973
2014-06-16,592.4466,592.3889,592.1272
2014-06-17,592.4442,592.3852,592.1359
2014-06-18,592.4407,592.3803,592.1386
2014-06-19,592.438,592.3737,592.1424
2014-06-20,592.4365,592.3733,592.1277
2014-06-21,592.4343,592.3778,592.0444
2014-06-22,592.4329,592.3766,591.9154
2014-06-23,592.4361,592.374,591.8867
2014-06-24,592.4522,592.387,591.927
2014-06-25,592.452,592.3909,591.9785
2014-06-26,592.4485,592.3896,592.0329
2014-06-27,592.4494,592.3956,592.0632
2014-06-28,592.4519,592.3865,592.0926
2014-06-29,592.4759,592.4079,592.1085
2014-06-30,592.4809,592.4247,592.1131
2014-07-01,592.4772,592.407,592.1111
2014-07-02,592.4756,592.4116,592.0901
2014-07-03,592.4747,592.4182,592.0132
2014-07-04,592.8348,592.7322,591.9722
2014-07-05,593.3607,593.1829,591.9393
2014-07-06,593.4164,593.2628,591.8744
2014-07-07,593.4604,593.3168,591.8408
2014-07-08,593.4578,593.3184,591.7657
2014-07-09,593.3847,593.2667,591.5572
2014-07-10,593.292,593.1947,591.7778
2014-07-11,593.2437,593.1552,591.9368
2014-07-12,593.1813,593.0978,592.0818
2014-07-13,593.1317,593.0508,592.0815
2014-07-14,593.0955,593.0187,592.087
2014-07-15,593.0633,592.984,591.9843
2014-07-16,593.0368,592.9685,591.8821
2014-07-17,593.0197,592.9465,591.8512
2014-07-18,593.0057,592.9337,591.9574
2014-07-19,592.9915,592.9219,591.9887
2014-07-20,592.9764,592.9086,591.9464
2014-07-21,592.9592,592.8894,591.8664
2014-07-22,592.9418,592.8712,591.8129
2014-07-23,592.9244,592.8546,591.6796
2014-07-24,592.91,592.8464,591.4122
2014-07-25,592.896,592.8363,591.4111
2014-07-26,592.8821,592.8173,591.4711
2014-07-27,592.8679,592.7963,591.6174
2014-07-28,592.8578,592.7897,591.6303
2014-07-29,592.846,592.78510000000006,591.453
2014-07-30,592.8359,592.7738,591.4192
2014-07-31,592.8333,592.7669,591.6805
2014-08-01,592.8257,592.7621,591.8581
2014-08-02,592.8154,592.7487,591.8007
2014-08-03,592.8058,592.7414,591.6981
2014-08-04,592.7971,592.7347,591.5869
2014-08-05,592.7872,592.7243,591.4109
2014-08-06,592.7771,592.7179,591.411
2014-08-07,592.7686,592.7082,591.4124
2014-08-08,592.7618,592.7009,591.4127
2014-08-09,592.7566,592.6915,591.4929
2014-08-10,592.7519,592.6861,591.6042
2014-08-11,592.7573,592.6876,591.7956
2014-08-12,592.7461,592.6852,591.9163
2014-08-13,592.7388,592.6794,591.9605
2014-08-14,592.7314,592.6709,591.9534
2014-08-15,592.7239,592.6631,591.8583
2014-08-16,592.7174,592.6535,591.596
2014-08-17,592.7096,592.6486,591.4106
2014-08-18,592.7016,592.6416,591.4116
2014-08-19,592.6942,592.6329,591.412
2014-08-20,592.6862,592.6252,591.4119
2014-08-21,592.6784,592.6154,591.4124
2014-08-22,592.6712,592.6093,591.4146
2014-08-23,592.6652,592.603,591.5461
2014-08-24,592.658,592.5974,591.6347
2014-08-25,592.6514,592.5871,591.6569
2014-08-26,592.6456,592.5803,591.6661
2014-08-27,592.6405,592.58,591.6232
2014-08-28,592.6372,592.5823,591.4517
2014-08-29,592.6321,592.5763,591.4112
2014-08-30,592.6269,592.5677,591.4117
2014-08-31,592.6206,592.564,591.4121
2014-09-01,592.6164,592.554,591.4125
2014-09-02,592.6168,592.5528,591.4124
2014-09-03,592.6131,592.5561,591.6088
2014-09-04,592.6073,592.5471,591.7907
2014-09-05,592.6012,592.5364,591.8159
2014-09-06,592.5994,592.5385,591.8174
2014-09-07,592.596,592.542,591.825
2014-09-08,592.5906,592.5363,591.8231
2014-09-09,592.5845,592.5279,591.7848
2014-09-10,592.5786,592.5168,591.7765
2014-09-11,592.5759,592.5105,591.8468
2014-09-12,592.5741,592.5111,591.8776
2014-09-13,592.5719,592.5126,591.8926
2014-09-14,592.5681,592.5111,591.9061
2014-09-15,592.563,592.502,591.9151
2014-09-16,592.5602,592.4953,591.9183
2014-09-17,592.5557,592.5026,591.9287
2014-09-18,592.5501,592.4868,591.9348
2014-09-19,592.5454,592.4806,591.9399
2014-09-20,592.5406,592.4774,591.9467
2014-09-21,592.5358,592.4648,591.9409
2014-09-22,592.5312,592.4654,591.9314
2014-09-23,592.526,592.4678,591.9471
2014-09-24,592.522,592.4581,591.9588
2014-09-25,592.5189,592.4532,591.9629
2014-09-26,592.5147,592.4519,591.9676
2014-09-27,592.5101,592.4477,591.9718
2014-09-28,592.5057,592.4406,591.9727
2014-09-29,592.5022,592.4382,591.9713
2014-09-30,592.4978,592.4395,591.9725
2014-10-01,592.4947,592.4324,591.9754
2014-10-02,592.491,592.4272,591.9766
2014-10-03,592.4893,592.4175,591.9771
2014-10-04,592.487,592.4307,591.9765
2014-10-05,592.4836,592.43,591.987
2014-10-06,592.4795,592.4197,591.9869
2014-10-07,592.4753,592.4159,591.9722
2014-10-08,592.4711,592.4073,591.9529
2014-10-09,592.4674,592.4072,591.9519
2014-10-10,592.4652,592.3952,591.9657
2014-10-11,592.4761,592.4054,591.9918
2014-10-12,592.4788,592.4238,592.001
2014-10-13,592.4685,592.401,592.0036
2014-10-14,592.4641,592.3923,592.0003
2014-10-15,592.4616,592.3944,592.0033
2014-10-16,592.4582,592.4003,592.007
2014-10-17,592.4551,592.3807,592.0097
2014-10-18,592.452,592.3817,592.0106
2014-10-19,592.4488,592.3876,592.0164
2014-10-20,592.4457,592.3797,592.0168
2014-10-21,592.4425,592.377,592.0205
2014-10-22,592.439,592.3747,592.0211
2014-10-23,592.436,592.3691,592.0205
2014-10-24,592.4338,592.3692,592.0268
2014-10-25,592.4302,592.3642,592.0276
2014-10-26,592.4268,592.3713,591.9962
2014-10-27,592.4234,592.3705,592.0206
2014-10-28,592.4207,NA,592.008
2014-10-29,592.4186,NA,591.9974
2014-10-30,592.4155,NA,592.0206
2014-10-31,592.4126,NA,592.0224
2014-11-01,592.4106,NA,592.0283
2014-11-02,592.4073,NA,592.0319
2014-12-04,592.3549,592.2833,592.0713
2014-12-05,592.3564,592.2809,592.0798
2014-12-06,592.3569,592.2827,592.0778
2014-12-07,592.3562,592.2824,592.0754
2014-12-08,592.3549,592.2809,592.077
2014-12-09,592.3536,592.2752,592.079
2014-12-10,592.3516,592.2746,592.0797
2014-12-11,592.3501,592.2733,592.0829
2014-12-12,592.3491,592.2699,592.0822
2014-12-13,592.3471,592.2692,592.0793
2014-12-14,592.3453,592.2717,592.0801
2014-12-15,592.3434,592.2719,592.0847
2014-12-16,592.3435,592.2708,592.0743
2014-12-17,592.3434,592.2698,592.0775
2014-12-18,592.3423,592.2686,592.0835
2014-12-19,592.3415,592.2686,592.0857
2014-12-20,592.3408,592.2653,592.0844
2014-12-21,592.34,592.261,592.0845
2014-12-22,592.3388,592.2612,592.085
2014-12-23,592.3384,592.2609,592.0792
2014-12-24,592.3377,592.2587,592.0597
2014-12-25,592.3363,592.2583,592.0609
2014-12-26,592.3346,592.2562,592.0587
2014-12-27,592.3343,592.2557,592.0536
2014-12-28,592.3337,592.2546,592.0569
2014-12-29,592.3322,592.2536,592.0615
2014-12-30,592.3316,592.2515,592.054
2014-12-31,592.3311,592.2499,592.0568
2015-01-01,592.3292,592.2492,592.065
2015-01-02,592.3275,592.247,592.0656
2015-01-03,592.326,592.2469,592.0668
2015-01-04,592.3251,592.2448,592.0642
2015-01-05,592.3252,592.2451,592.059
2015-01-06,592.3229,592.2434,592.0652
2015-01-07,592.3222,592.2453,592.0611
2015-01-08,592.3216,592.2416,592.0622
2015-01-09,592.3196,592.2398,592.0664
2015-01-10,592.3186,592.2383,592.0643
2015-01-11,592.3166,592.2369,592.0684
2015-01-12,592.3157,592.2364,592.065
2015-01-13,592.3154,592.2348,592.0621
2015-01-14,592.3141,592.2337,592.066
2015-01-15,592.3129,592.2337,592.068
2015-01-16,592.3114,592.2319,592.0668
2015-01-17,592.3096,592.2305,592.0702
2015-01-18,592.3089,592.2301,592.0636
2015-01-19,592.3079,592.23,592.0681
2015-01-20,592.3064,592.2286,592.0664
2015-01-21,592.3058,592.2267,592.0661
2015-01-22,592.3048,592.2265,592.0644
2015-01-23,592.3039,592.2249,592.0656
2015-01-24,592.3023,592.2238,592.0682
2015-01-25,592.3007,592.2237,592.0697
2015-01-26,592.2999,592.222,592.0671
2015-01-27,592.2988,592.2206,592.0681
2015-01-28,592.2974,592.2195,592.0695
2015-01-29,592.2967,592.2187,592.0676
2015-01-30,592.2969,592.2185,592.0628
2015-01-31,592.2949,592.2211,592.0686
2015-02-01,592.2936,592.2211,592.0778
2015-02-02,592.2939,592.2159,592.0672
2015-02-03,592.2937,592.2153,592.0705
2015-02-04,592.2926,592.2139,592.0712
2015-02-05,592.2932,592.2148,592.0647
2015-02-06,592.2917,592.2137,592.07
2015-02-07,592.2902,592.2124,592.0724
2015-02-08,592.2891,592.2121,592.0841
2015-02-09,592.2889,592.2125,592.0938
2015-02-10,592.2877,592.2153,592.0987
2015-02-11,592.2872,592.2142,592.0987
2015-02-12,592.2868,592.2134,592.0954
2015-02-13,592.2854,592.2105,592.1005
2015-02-14,592.2844,592.2071,592.1019
2015-02-15,592.2833,592.2061,592.1018
2015-02-16,592.2826,592.2056,592.1039
2015-02-17,592.2817,592.2063,592.1049
2015-02-18,592.2807,592.2079,592.1038
2015-02-19,592.2798,592.2036,592.1022
2015-02-20,592.2782,592.2052,592.1069
2015-02-21,592.2777,592.2053,592.1075
2015-02-22,592.2769,592.2049,592.1025
2015-02-23,592.2774,592.2001,592.101
2015-02-24,592.2758,592.1988,592.1064
2015-02-25,592.2741,592.198,592.1104
2015-02-26,592.273,592.198,592.1062
2015-02-27,592.2733,592.1966,592.1021
2015-02-28,592.2723,592.1964,592.1055
2015-03-01,592.2714,592.1951,592.1077
2015-03-02,592.2706,592.1939,592.1056
2015-03-03,592.2688,592.1935,592.1117
2015-03-04,592.2683,592.1972,592.1063
2015-03-05,592.2683,592.1974,592.1022
2015-03-06,592.2676,592.1958,592.1046
2015-03-07,592.2662,592.1946,592.1062
2015-03-08,592.265,592.195,592.1073
2015-03-09,592.2642,592.1939,592.1077
2015-03-10,592.2631,592.1929,592.1068
2015-03-11,592.2625,592.189,592.1025
2015-03-12,592.2615,592.1866,592.1021
2015-03-13,592.2606,592.1849,592.1035
2015-03-14,592.2594,592.1844,592.1004
2015-03-15,592.259,592.1829,592.101
2015-03-16,592.2576,592.1832,592.1014
2015-03-17,592.2564,592.1847,592.0999
2015-03-18,592.2562,592.181,592.0974
2015-03-19,592.2553,592.1796,592.105
2015-03-20,592.2546,592.1793,592.1037
2015-03-21,592.2541,592.1786,592.0988
2015-03-22,592.2525,592.1784,592.0848
2015-03-23,592.2515,592.1761,592.0923
2015-03-24,592.2509,592.1757,592.0973
2015-03-25,592.2502,592.1751,592.0793
2015-03-26,592.2496,592.1744,592.0534
2015-03-27,592.2488,592.1774,592.0475
2015-03-28,592.2477,592.1757,591.7905
2015-03-29,592.2461,592.1709,591.6895
2015-03-30,592.2459,592.172,591.5873
2015-03-31,592.2445,592.1706,591.7225
2015-04-01,592.2434,592.1695,592.0208
2015-04-02,592.2421,592.1696,592.0518
2015-04-03,592.2418,592.1681,592.0461
2015-04-04,592.242,592.1676,592.0365
2015-04-05,592.2404,592.1654,592.0531
2015-04-06,592.2384,592.1663,592.056
2015-04-07,592.2376,592.1657,591.8754
2015-04-08,592.2374,592.1691,591.6141
2015-04-09,592.2362,592.1674,591.5655
2015-04-10,592.2364,592.1685,591.5148
2015-04-11,592.2351,592.1657,591.4564
2015-04-12,592.2334,592.1651,591.4142
2015-04-13,592.2339,592.165,591.6327
2015-04-14,592.2347,592.1649,591.8877
2015-04-15,592.2339,592.1652,591.9509
2015-04-16,592.2322,592.1634,591.9372
2015-04-17,592.2365,592.1645,591.9511
2015-04-18,592.2676,592.1907,591.9769
2015-04-19,592.2701,592.1956,591.9966
2015-04-20,592.2649,592.1904,592.0046
2015-04-21,592.2592,592.1869,592.0123
2015-04-22,592.2535,592.1822,591.9836
2015-04-23,592.2551,592.1834,591.9528
2015-04-24,592.257,592.1818,591.9846
2015-04-25,592.2541,592.1782,592.0145
2015-04-26,592.2508,592.1744,592.0067
2015-04-27,592.2484,592.1709,591.9802
2015-04-28,592.2466,592.1691,591.7669
2015-04-29,592.2451,592.172,591.5913
2015-04-30,592.2442,592.1703,591.5298
2015-05-01,592.2433,592.166,591.4746
2015-05-02,592.2427,592.1683,591.5008
2015-05-03,592.2416,592.1632,591.7765
2015-05-04,592.2407,592.1623,591.6925
2015-05-05,592.2447,592.1643,591.5196
2015-05-06,592.2696,592.1876,591.843
2015-05-07,592.2674,592.1874,591.9516
2015-05-08,592.2667,592.1854,591.9766
2015-05-09,592.8867,592.7183,592.0149
2015-05-10,593.4479,593.2037,592.0519
2015-05-11,593.424,593.2268,592.0651
2015-05-12,593.3243,593.1602,592.0705
2015-05-13,593.2009,593.064,592.0716
2015-05-14,593.1138,592.9932,592.0789
2015-05-15,593.0514,592.9385,592.0813
2015-05-16,593.0002,592.8935,592.0827
2015-05-17,592.9673,592.864,592.0941
2015-05-18,592.9366,592.8358,592.0944
2015-05-19,592.9053,592.8093,592.0889
2015-05-20,592.8821,592.7854,592.0989
2015-05-21,592.8624,592.7662,592.1007
